Employee_ID,Predicted_Burn_Rate
fffe31003300390039003000,0.6039312648621794
fffe31003300310037003800,0.3169980927537334
fffe33003400380035003900,0.4015212222143113
fffe3100370039003200,0.4373661218230235
fffe32003600390036003700,0.5171159286849929
fffe3600390032003200,0.539458223626341
fffe3600370032003200,0.32453795058883717
fffe32003900390030003000,0.6653180451412671
fffe3100370031003000,0.5870895044699397
fffe31003500320037003600,0.46001811658489616
fffe3400370031003100,0.4259846396036291
fffe32003800300035003300,0.366457028194149
fffe31003700380037003700,0.3800446372305046
fffe33003400300038003900,0.6049368068457106
fffe33003100300039003600,0.633527349047645
fffe33003400380038003300,0.5905797811980312
fffe33003400310032003500,0.6136629142490075
fffe33003400360032003000,0.7661239684676537
fffe32003800360033003400,0.24772979838072617
fffe3600350031003700,0.43178645244653935
fffe3200310033003500,0.35836234820075635
fffe370039003500,0.16258001283740767
fffe32003500340036003200,0.46571710409785316
fffe360038003200,0.642300575608535
fffe31003800300039003900,0.5417439069434072
fffe32003500310034003200,0.4060068375011835
fffe33003100320039003300,0.4724858412687814
fffe33003000330034003700,0.33247258711134037
fffe32003500310039003300,0.3431227667956812
fffe31003500310033003200,0.30756745819984843
fffe31003900320038003800,0.37134875301013553
fffe31003400340039003000,0.8899099514461444
fffe390033003000,0.3446594544125916
fffe3700360033003400,-0.07094000620003257
fffe31003700390034003900,0.11657698931275089
fffe31003700360035003900,0.6455654465888407
fffe31003200370037003900,0.36420783479185964
fffe31003400310038003500,0.39304153133483943
fffe32003200370033003000,0.4106044013422103
fffe31003300320036003300,0.30835618154894084
fffe3900390034003600,0.5863441216718623
fffe32003300310032003600,0.2367381125467992
fffe3500360039003300,0.8303021823341769
fffe3700340039003900,0.7217878748911848
fffe31003400370032003200,0.30942850659062315
fffe360032003200,0.2338624712978006
fffe33003100340030003600,0.6588824083349308
fffe31003500300037003700,0.3146420880893469
fffe31003600390038003800,0.3413677855129265
fffe33003300360030003500,0.5692080142059721
fffe3900380030003300,0.3412773963733207
fffe31003700330034003500,0.37716180940935307
fffe31003500360036003900,0.3547718719601144
fffe3200380033003100,0.6253987225673563
fffe3900360033003900,0.6887339593103582
fffe33003000370031003200,0.5531820359193319
fffe32003700370036003200,0.19919906258332087
fffe31003400320034003300,0.4456286608708787
fffe32003600360034003200,0.23715275814440917
fffe32003700380035003100,0.7222540439039683
fffe31003400350034003200,0.16067044271624448
fffe31003000320038003200,0.5575928149884114
fffe32003400300030003800,0.5168736244479322
fffe32003600320038003300,0.4724946851753692
fffe3300340035003700,0.3489243954459541
fffe31003900320032003000,0.3239158305957714
fffe3300370032003100,0.3288565374010805
fffe33003300350038003900,0.189728679636633
fffe32003900360038003700,0.24728613068235286
fffe3100380033003400,0.5471634896957892
fffe3900390032003500,0.15305040190502225
fffe32003200320035003600,0.24029346161257215
fffe32003700380031003900,0.19711662237428187
fffe3400330034003000,0.3980060285292666
fffe33003300380035003400,0.28326417202286835
fffe3300380034003000,0.5397835316789608
fffe32003500360039003200,0.6038562430287039
fffe31003700360038003600,0.4019550282838864
fffe33003300370036003200,0.5952454929778198
fffe3200340039003500,0.5399023349237819
fffe3600300036003500,0.6806348557462364
fffe31003300370032003000,0.5935944622848343
fffe3700360036003700,0.6649234532596944
fffe33003200390030003200,0.1201566401969749
fffe31003500340035003100,0.5987755991579633
fffe33003000350035003300,0.012302400635810652
fffe31003400300036003000,0.7297952837921287
fffe31003700330035003200,0.46644584519989646
fffe33003000320032003400,0.45302312426933306
fffe32003300350034003700,0.24748063480820814
